jira_timesheet_redis_prod  | 1:M 23 Mar 2026 06:30:52.198 * Background saving terminated with success
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:47 +0000] "GET /Report_Builder/_stcore/stream HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:51 +0000] "GET /Report_Builder/_stcore/stream HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:51 +0000] "GET /Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_backend_prod  | INFO:     172.20.0.7:57948 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0143s with status 200", "trace_id": "cf40a025-c65a-4f9a-a5e6-b6a11a852a20", "level": "info", "timestamp": "2026-03-23T07:35:48.213243Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:43060 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/users/me completed in 0.0207s with status 200", "trace_id": "2c77354f-517d-4039-96c9-a666d2a38b82", "level": "info", "timestamp": "2026-03-23T07:35:48.216744Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:43048 - "GET /api/v1/users/me HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request POST /api/v1/reports/custom completed in 0.0457s with status 200", "trace_id": "04eefc49-08c1-40d7-b6d7-297299d663f4", "level": "info", "timestamp": "2026-03-23T07:35:48.237336Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:43046 - "POST /api/v1/reports/custom HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0071s with status 200", "trace_id": "d6fe1703-b322-4b2e-aff7-aad8b7fc8839", "level": "info", "timestamp": "2026-03-23T07:36:05.663778Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46900 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0091s with status 200", "trace_id": "a4cde8c8-9a7d-4452-89fa-a0edd320e9c8", "level": "info", "timestamp": "2026-03-23T07:36:06.913826Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46900 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | Enqueuing Job<function: task_sync_all_projects, queue: default, key: f53d40b6-268a-11f1-8db9-42168bb70c3e, queued: 1774251368697>
jira_timesheet_backend_prod  | {"event": "Request POST /api/v1/projects/sync-all completed in 0.0084s with status 200", "trace_id": "e6f4cd6e-fa07-41eb-abd1-2e02d7a56f4e", "level": "info", "timestamp": "2026-03-23T07:36:08.698847Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46900 - "POST /api/v1/projects/sync-all HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0144s with status 200", "trace_id": "62bf89c1-2350-45e8-b923-0af646f834ce", "level": "info", "timestamp": "2026-03-23T07:36:08.921490Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:46900 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:f53d40b6-268a-11f1-8db9-42168bb70c3e completed in 0.0092s with status 200", "trace_id": "53aea4af-4ab0-4460-8647-073837c42c2f", "level": "info", "timestamp": "2026-03-23T07:36:08.924377Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:54314 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3Af53d40b6-268a-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:f53d40b6-268a-11f1-8db9-42168bb70c3e completed in 0.0050s with status 200", "trace_id": "ca6320b8-bbd3-4780-93a6-9e216670b064", "level": "info", "timestamp": "2026-03-23T07:36:12.089635Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:54314 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3Af53d40b6-268a-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:f53d40b6-268a-11f1-8db9-42168bb70c3e completed in 0.0063s with status 200", "trace_id": "db272402-5720-4385-925d-e030646671d8", "level": "info", "timestamp": "2026-03-23T07:36:15.291562Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:54314 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3Af53d40b6-268a-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:f53d40b6-268a-11f1-8db9-42168bb70c3e completed in 0.0052s with status 200", "trace_id": "08d17118-93c8-4a72-97a7-587b13cc5c10", "level": "info", "timestamp": "2026-03-23T07:36:18.489716Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:54314 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3Af53d40b6-268a-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:f53d40b6-268a-11f1-8db9-42168bb70c3e completed in 0.0080s with status 200", "trace_id": "d9f570e8-b29a-4548-bb27-73d9cefd1490", "level": "info", "timestamp": "2026-03-23T07:36:21.677342Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:54314 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3Af53d40b6-268a-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/users/me completed in 0.0088s with status 200", "trace_id": "00e6dade-f38a-4f1a-8111-3d29b0812abe", "level": "info", "timestamp": "2026-03-23T07:36:50.154338Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47042 - "GET /api/v1/users/me HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/notifications/stats completed in 0.0062s with status 200", "trace_id": "81975d38-eb09-4e72-8f24-44d15990274b", "level": "info", "timestamp": "2026-03-23T07:36:50.161541Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47050 - "GET /api/v1/notifications/stats HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | Enqueuing Job<function: task_sync_project, queue: default, key: 11c9feb8-268b-11f1-8db9-42168bb70c3e, queued: 1774251416595>
jira_timesheet_backend_prod  | {"event": "Request POST /api/v1/projects/35/sync completed in 0.0085s with status 200", "trace_id": "1424b713-0e72-42bb-b700-242fbb9eaccf", "level": "info", "timestamp": "2026-03-23T07:36:56.597359Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47062 - "POST /api/v1/projects/35/sync HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:11c9feb8-268b-11f1-8db9-42168bb70c3e completed in 0.0107s with status 200", "trace_id": "abb4edc8-8fc5-4480-8024-9660206c2f3d", "level": "info", "timestamp": "2026-03-23T07:36:56.769550Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A11c9feb8-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/projects/ completed in 0.0184s with status 200", "trace_id": "28ddc7dc-0584-494c-83b3-3e91754470cc", "level": "info", "timestamp": "2026-03-23T07:36:56.770869Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47062 - "GET /api/v1/projects/?page=1&size=10&search= HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:11c9feb8-268b-11f1-8db9-42168bb70c3e completed in 0.0049s with status 200", "trace_id": "1c4ecc9d-013a-43dc-b017-291a1f706c72", "level": "info", "timestamp": "2026-03-23T07:36:59.934218Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A11c9feb8-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:11c9feb8-268b-11f1-8db9-42168bb70c3e completed in 0.0051s with status 200", "trace_id": "03e058d1-378c-4dd7-ba64-7ae60005b574", "level": "info", "timestamp": "2026-03-23T07:37:03.130325Z"}
jira_timesheet_backend_prod  | INFO:     172.20.0.7:47070 - "GET /api/v1/sync/jobs/saq%3Ajob%3Adefault%3A11c9feb8-268b-11f1-8db9-42168bb70c3e HTTP/1.1" 200 OK
jira_timesheet_backend_prod  | {"event": "Request GET /api/v1/sync/jobs/saq:job:default:11c9feb8-268b-11f1-8db9-42168bb70c3e completed in 0.0058s with status 200", "trace_id": "ebbc7525-259c-435b-903c-5c9708810da4", "level": "info", "timestamp": "2026-03-23T07:37:06.295242Z"}
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 06:55:57.129 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:00:58.049 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:00:58.052 * Background saving started by pid 255821
jira_timesheet_redis_prod    | 255821:C 23 Mar 2026 07:00:58.082 * DB saved on disk
jira_timesheet_redis_prod    | 255821:C 23 Mar 2026 07:00:58.084 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:00:58.156 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:05:59.098 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:05:59.099 * Background saving started by pid 256002
jira_timesheet_redis_prod    | 256002:C 23 Mar 2026 07:05:59.108 * DB saved on disk
jira_timesheet_redis_prod    | 256002:C 23 Mar 2026 07:05:59.109 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:05:59.200 * Background saving terminated with success
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:11:00.017 * 100 changes in 300 seconds. Saving...
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:11:00.018 * Background saving started by pid 256178
jira_timesheet_redis_prod    | 256178:C 23 Mar 2026 07:11:00.029 * DB saved on disk
jira_timesheet_redis_prod    | 256178:C 23 Mar 2026 07:11:00.030 * Fork CoW for RDB: current 0 MB, peak 0 MB, average 0 MB
jira_timesheet_redis_prod    | 1:M 23 Mar 2026 07:11:00.119 * Background saving terminated with success
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:52 +0000] "GET /assets/index-BaE6u8z_.css HTTP/1.1" 200 299200 "http://timesheet-app.134.209.90.127.nip.io:8080/Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:52 +0000] "GET /assets/index-im49MOKg.js HTTP/1.1" 200 2020664 "http://timesheet-app.134.209.90.127.nip.io:8080/Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:54 +0000] "GET /logo.svg HTTP/1.1" 200 1004 "http://timesheet-app.134.209.90.127.nip.io:8080/Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:40:57 +0000] "GET /Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:43:35 +0000] "GET /Report_Builder?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiJhZG1pbkBleGFtcGxlLmNvbSIsInJvbGUiOiJBZG1pbiIsImV4cCI6MTc3MzczMDc5OX0.-z6xTt9DibM9IvpS8s9r6w6XaRcDtN1Zcy-PDmcqKbg HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:44:35 +0000] "GET / HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:17 +0000] "GET /assets/dashboard-page-BalUZJOD.js HTTP/1.1" 200 15132 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:17 +0000] "GET /assets/refresh-cw-BOxLxmEZ.js HTTP/1.1" 200 495 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:17 +0000] "GET /assets/formatDistanceToNow--axAAepJ.js HTTP/1.1" 200 2192 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:17 +0000] "GET /assets/constructNow-DVEr_vIB.js HTTP/1.1" 200 89 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:18 +0000] "GET /assets/circle-check-DJ6PZZjM.js HTTP/1.1" 200 352 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:18 +0000] "GET /assets/use-timezone-Dj9P8Sxm.js HTTP/1.1" 200 212 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [20/Mar/2026:07:46:18 +0000] "GET /assets/ticket-CFTBtaKd.js HTTP/1.1" 200 870 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.132"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:18:35 +0000] "GET /logo.svg HTTP/1.1" 304 0 "http://timesheet-app.134.209.90.127.nip.io:8080/app/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.26"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:22:56 +0000] "GET /assets/switch-5Mn6G8BE.js HTTP/1.1" 200 2554 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.26"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:22:56 +0000] "GET /assets/projects-page-B1HZihhX.js HTTP/1.1" 200 5368 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.26"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:22:56 +0000] "GET /assets/circle-x-WHJNYSCX.js HTTP/1.1" 200 381 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36" "37.120.218.26"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:24:54 +0000] "GET /Projects HTTP/1.1" 200 1004 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:24:54 +0000] "GET /assets/index-BaE6u8z_.css HTTP/1.1" 200 299200 "http://timesheet-app.134.209.90.127.nip.io:8080/Projects" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:24:55 +0000] "GET /assets/index-im49MOKg.js HTTP/1.1" 200 2020664 "http://timesheet-app.134.209.90.127.nip.io:8080/Projects" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:24:56 +0000] "GET /logo.svg HTTP/1.1" 200 1004 "http://timesheet-app.134.209.90.127.nip.io:8080/Projects" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:24:56 +0000] "GET /assets/index-im49MOKg.js HTTP/1.1" 200 2020664 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/refresh-cw-BOxLxmEZ.js HTTP/1.1" 200 495 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/dashboard-page-BalUZJOD.js HTTP/1.1" 200 15132 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/formatDistanceToNow--axAAepJ.js HTTP/1.1" 200 2192 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/constructNow-DVEr_vIB.js HTTP/1.1" 200 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/ticket-CFTBtaKd.js HTTP/1.1" 200 870 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/circle-check-DJ6PZZjM.js HTTP/1.1" 200 352 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/use-timezone-Dj9P8Sxm.js HTTP/1.1" 200 212 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/refresh-cw-BOxLxmEZ.js HTTP/1.1" 200 495 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/dashboard-page-BalUZJOD.js HTTP/1.1" 200 15132 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/formatDistanceToNow--axAAepJ.js HTTP/1.1" 200 2192 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/constructNow-DVEr_vIB.js HTTP/1.1" 200 89 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/circle-check-DJ6PZZjM.js HTTP/1.1" 200 352 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/ticket-CFTBtaKd.js HTTP/1.1" 200 870 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:09 +0000] "GET /assets/use-timezone-Dj9P8Sxm.js HTTP/1.1" 200 212 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/circle-x-WHJNYSCX.js HTTP/1.1" 200 381 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_web_prod      | 172.20.0.7 - jira_timesheet [23/Mar/2026:07:25:13 +0000] "GET /assets/projects-page-B1HZihhX.js HTTP/1.1" 200 5368 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "2.72.166.247"
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.8964093,"msg":"maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined"}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.8967025,"msg":"GOMEMLIMIT is updated","package":"github.com/KimMachineGun/automemlimit/memlimit","GOMEMLIMIT":7494270566,"previous":9223372036854775807}
jira_timesheet_caddy_prod    | {"level":"info","ts":1773820941.896762,"msg":"using config from file","file":"/etc/caddy/Caddyfile"}
